chestcircumference,biacromialbreadth,weightkg,stature,t-shirt size
1112,413,887,1730,L
965,396,736,1665,S
997,395,696,1747,S
1192,440,1137,1779,2XL
910,374,584,1629,XS
998,400,720,1656,M
1145,424,1009,1749,XL
1120,425,921,1769,XL
1062,420,813,1691,L
1058,417,914,1775,L
985,386,675,1629,S
1005,400,774,1730,M
974,404,712,1684,S
1082,422,844,1757,L
967,396,674,1646,S
1051,416,890,1744,L
1082,416,902,1798,L
1162,425,1020,1837,XL
928,387,646,1663,S
1007,418,831,1832,M
1074,412,888,1845,L
1162,439,1030,1819,XL
1034,414,866,1807,M
1085,425,1001,1871,L
938,393,660,1735,S
1024,414,797,1751,M
969,408,732,1745,S
977,399,751,1778,S
994,415,771,1777,M
1061,419,789,1658,L
1044,413,858,1710,M
1197,450,1138,1783,2XL
1288,448,1263,1823,3XL
936,384,660,1619,S
982,385,746,1614,S
937,389,708,1737,S
1137,426,906,1694,XL
1228,439,1111,1834,2XL
1027,419,895,1860,M
978,388,694,1664,S
983,405,680,1774,S
1047,401,942,1748,M
1091,416,896,1859,L
1073,425,762,1655,L
1062,425,799,1634,L
1174,444,1096,1774,2XL
1112,424,976,1762,XL
1112,416,951,1657,L
1147,423,941,1790,XL
959,397,708,1721,S
947,405,668,1749,S
1139,443,1103,1771,XL
1084,427,897,1707,L
953,398,655,1622,S
1115,421,941,1827,L
920,404,765,1846,S
1046,406,901,1854,M
1030,402,702,1659,M
918,377,595,1736,XS
989,395,705,1713,S
1123,445,978,1692,XL
1000,379,775,1738,S
1058,416,844,1839,L
1054,418,872,1794,L
1116,433,907,1704,XL
1131,429,1017,1796,XL
1102,433,840,1748,L
1079,421,957,1799,L
1188,441,1205,1970,2XL
998,403,781,1717,M
894,381,639,1697,XS
1198,443,1301,1856,2XL
978,390,698,1611,S
1140,431,992,1727,XL
1159,438,1130,1728,XL
868,374,581,1661,XS
1031,403,779,1690,M
1029,398,791,1727,M
1216,450,1042,1775,2XL
1009,400,862,1681,M
1081,417,859,1749,L
1122,426,992,1754,XL
986,402,694,1630,S
1102,418,894,1694,L
996,398,811,1711,M
1043,401,753,1754,M
1049,409,869,1837,M
1100,430,975,1828,L
1020,401,852,1762,M
962,396,749,1761,S
918,408,696,1737,S
1007,417,772,1695,M
1026,415,868,1772,M
1173,432,1015,1747,XL
1058,430,802,1690,L
984,383,840,1784,S
1131,443,962,1923,XL
1108,432,880,1730,L
1028,399,784,1712,M
957,399,615,1725,S
1007,406,775,1760,M
955,401,720,1806,S
971,404,641,1734,S
993,411,842,1813,M
1121,433,955,1768,XL
1071,420,896,1831,L
1172,435,1158,1819,XL
1053,422,857,1739,L
1071,411,893,1664,L
1163,429,977,1674,XL
1085,424,822,1763,L
1019,416,830,1761,M
1058,413,869,1751,L
1028,405,695,1649,M
1047,399,793,1660,M
1044,398,869,1688,M
1101,419,986,1725,L
1066,411,868,1702,L
996,379,761,1721,S
987,399,727,1652,S
1302,465,1265,1827,3XL
1100,417,875,1727,L
1163,433,1123,1833,XL
951,390,725,1786,S
1016,414,775,1639,M
890,375,637,1689,XS
1148,427,1013,1751,XL
1149,441,956,1687,XL
1003,403,820,1777,M
1158,432,1040,1818,XL
1074,426,908,1767,L
1036,417,775,1689,M
940,405,702,1781,S
981,406,727,1674,S
996,395,750,1733,S
1086,421,998,1803,L
1058,423,929,1725,L
985,384,786,1687,S
942,384,663,1626,S
943,384,642,1684,S
1082,422,913,1751,L
955,396,647,1624,S
1005,412,777,1723,M
848,381,552,1662,XS
1030,399,858,1719,M
1236,441,1143,1814,2XL
1063,419,878,1718,L
949,404,732,1842,S
1014,420,873,1966,M
1290,453,1231,1786,3XL
933,392,685,1689,S
1098,416,916,1700,L
1017,400,786,1730,M
1036,409,783,1781,M
944,384,690,1647,S
980,402,800,1671,S
964,394,721,1715,S
997,414,845,1807,M
1001,410,759,1748,M
1025,409,765,1795,M
1221,441,1178,1688,2XL
1006,411,835,1854,M
1043,408,791,1760,M
998,405,744,1757,M
1063,422,819,1799,L
1155,427,1071,1819,XL
1255,450,1090,1729,3XL
1055,406,925,1761,M
1065,427,1026,1899,L
1233,476,1196,1864,3XL
1112,442,991,1773,XL
920,407,677,1784,S
1005,417,922,1979,M
1120,426,850,1637,XL
1092,425,906,1748,L
1109,412,817,1667,L
1076,415,872,1781,L
1037,407,848,1756,M
1109,416,974,1736,L
994,389,776,1740,S
974,384,718,1750,S
1077,417,884,1770,L
931,382,605,1623,S
1032,410,796,1742,M
1192,451,1021,1787,2XL
1116,418,955,1750,L
953,406,629,1652,S
1106,426,922,1779,L
1070,425,785,1609,L
917,407,732,1888,S
1023,420,739,1697,M
934,402,723,1818,S
1074,420,857,1780,L
984,394,717,1674,S
1077,426,880,1778,L
1141,427,974,1723,XL
1052,407,846,1784,M
1024,420,804,1745,M
938,390,708,1708,S
1143,423,1014,1841,XL
1233,441,1089,1762,2XL
1053,403,864,1736,M
986,406,738,1804,S
1011,404,741,1720,M
1077,415,934,1779,L
1027,409,797,1699,M
1017,405,787,1666,M
1021,420,798,1777,M
1037,405,774,1634,M
994,405,766,1822,M
1012,418,690,1640,M
1014,414,726,1650,M
1024,401,872,1764,M
1044,416,873,1765,M
1056,407,771,1725,M
1252,450,1146,1827,3XL
1083,424,880,1759,L
1162,435,1035,1781,XL
1002,400,788,1720,M
966,399,750,1790,S
1052,404,874,1791,M
1004,410,797,1694,M
992,398,639,1679,M
1008,406,828,1733,M
933,384,722,1814,S
1090,429,967,1709,L
1024,405,819,1800,M
1133,425,946,1716,XL
951,403,686,1692,S
1023,419,799,1697,M
955,394,643,1752,S
1099,423,948,1828,L
920,389,669,1707,S
1052,415,823,1721,L
1054,415,815,1651,L
1102,431,838,1707,L
963,401,695,1707,S
952,383,692,1679,S
1089,420,959,1735,L
1064,412,830,1731,L
1097,415,903,1683,L
977,394,660,1618,S
1014,399,781,1721,M
1032,410,821,1829,M
996,420,741,1804,M
934,392,725,1676,S
976,403,645,1646,S
938,393,633,1789,S
992,382,775,1737,S
986,395,762,1622,S
1082,411,807,1760,L
1263,450,1049,1687,3XL
923,395,667,1705,S
1119,431,1007,1831,XL
1038,418,889,1809,M
1035,416,902,1791,M
1135,432,930,1832,XL
1078,427,888,1755,L
948,379,658,1690,S
1076,421,860,1871,L
1020,411,852,1875,M
1064,421,811,1730,L
1121,411,1000,1850,L
1005,408,784,1663,M
993,390,758,1854,S
1119,427,933,1772,XL
991,410,750,1733,M
1031,400,736,1673,M
1004,414,755,1713,M
1012,412,796,1700,M
979,390,742,1775,S
1043,406,863,1704,M
989,407,795,1838,S
1027,403,900,1790,M
986,403,672,1688,S
1141,427,904,1684,XL
1053,425,785,1684,L
968,408,754,1755,S
1123,440,1069,1953,XL
1039,415,835,1808,M
997,406,786,1767,M
1035,403,729,1657,M
1025,400,736,1583,M
928,380,622,1681,S
1065,412,893,1812,L
1084,425,877,1727,L
937,400,654,1811,S
1029,416,905,1835,M
948,408,767,1760,S
963,392,695,1716,S
982,385,765,1745,S
1030,418,763,1765,M
1057,415,797,1761,L
955,389,726,1756,S
953,393,645,1637,S
1002,409,743,1704,M
1139,440,1122,1822,XL
1018,417,775,1767,M
1065,425,962,1776,L
1028,404,916,1798,M
1053,408,753,1673,M
1022,407,802,1817,M
1121,425,929,1745,XL
1023,416,738,1736,M
1027,402,764,1745,M
1042,398,758,1672,M
1077,418,795,1727,L
1088,423,865,1711,L
1060,411,873,1737,L
976,382,689,1717,S
918,396,620,1717,S
1085,424,833,1716,L
1075,412,842,1769,L
1098,433,938,1905,L
1020,412,764,1716,M
1064,424,825,1800,L
1081,433,886,1836,L
1142,435,946,1804,XL
1086,422,890,1801,L
898,370,640,1787,XS
1137,433,938,1836,XL
1168,430,998,1726,XL
947,384,743,1804,S
998,418,808,1788,M
1133,446,958,1829,XL
1111,422,1116,1818,L
905,363,606,1612,XS
1278,484,1201,1836,3XL
1000,409,754,1742,M
1088,419,894,1831,L
1117,418,865,1697,L
1026,415,810,1794,M
1113,412,975,1799,L
895,383,584,1589,XS
989,405,764,1722,S
925,378,702,1864,XS
983,407,713,1660,S
929,400,691,1696,S
963,400,611,1693,S
961,393,673,1652,S
997,415,764,1715,M
1022,417,811,1713,M
1028,411,775,1710,M
1026,400,867,1751,M
842,379,567,1668,XS
1093,415,935,1720,L
897,373,648,1665,XS
1082,412,774,1670,L
985,388,716,1681,S
1057,421,882,1798,L
932,404,694,1682,S
1001,386,728,1681,S
1000,410,765,1817,M
924,392,710,1806,S
1080,432,902,1766,L
982,405,686,1684,S
894,383,560,1674,XS
994,379,782,1786,S
1063,416,950,1830,L
968,405,735,1660,S
1046,399,781,1681,M
1083,415,918,1866,L
951,391,691,1717,S
1114,442,1001,1803,XL
1023,405,777,1745,M
1055,403,888,1673,M
1125,431,947,1739,XL
1016,407,821,1788,M
944,407,703,1771,S
978,404,697,1723,S
1095,419,888,1793,L
1011,414,794,1778,M
963,381,707,1685,S
965,401,754,1780,S
1036,409,826,1811,M
1005,407,772,1748,M
930,385,716,1830,S
990,402,791,1745,S
1006,420,830,1806,M
972,393,724,1698,S
925,393,667,1703,S
992,385,740,1744,S
1046,420,826,1736,M
993,413,747,1786,M
1152,443,1071,1858,XL
979,381,677,1733,S
1002,408,866,1745,M
982,398,725,1803,S
841,356,478,1491,XS
996,414,766,1765,M
1066,416,897,1767,L
1002,408,703,1773,M
1057,417,846,1745,L
943,404,638,1653,S
1056,400,892,1851,M
921,381,721,1798,S
955,398,737,1763,S
992,415,817,1764,M
980,388,681,1715,S
1067,413,888,1774,L
995,389,889,1674,S
953,396,665,1672,S
980,396,783,1766,S
1069,432,972,1865,L
1088,413,816,1713,L
951,397,685,1740,S
1002,414,850,1740,M
1088,424,935,1852,L
1133,440,1113,1916,XL
1194,446,1135,1842,2XL
994,413,787,1753,M
976,402,671,1764,S
1095,415,949,1807,L
940,402,717,1714,S
994,412,773,1790,M
1028,409,939,1796,M
1022,412,814,1727,M
1044,418,821,1747,M
1205,440,1039,1797,2XL
942,392,615,1680,S
987,396,727,1754,S
968,383,686,1629,S
1010,416,864,1806,M
1032,411,787,1625,M
1044,408,861,1679,M
1149,444,954,1796,XL
1078,418,845,1742,L
1024,412,723,1689,M
1161,427,1059,1717,XL
1059,398,876,1806,M
1109,421,838,1676,L
1058,402,860,1716,M
1201,444,1312,1919,2XL
1091,429,937,1728,L
1011,404,763,1669,M
953,408,626,1697,S
1123,430,887,1773,XL
963,391,710,1764,S
1004,419,817,1802,M
1004,416,841,1806,M
869,383,549,1712,XS
1197,441,1092,1870,2XL
1237,447,1147,1820,3XL
879,357,546,1579,XS
1141,440,976,1858,XL
1054,402,870,1773,M
1131,425,940,1737,XL
1217,450,1069,1732,2XL
1052,421,907,1763,L
1058,416,876,1804,L
1197,441,1128,1742,2XL
946,381,673,1807,S
1177,428,893,1775,XL
1030,415,784,1797,M
970,399,717,1731,S
948,384,694,1648,S
1017,420,778,1773,M
1108,413,938,1715,L
1111,423,888,1744,L
940,403,661,1783,S
982,397,744,1772,S
1259,478,1114,1846,3XL
1106,423,913,1805,L
1159,439,1074,1805,XL
999,398,713,1680,M
1011,416,902,1839,M
1060,408,829,1723,M
997,415,866,1861,M
1073,421,772,1724,L
994,403,725,1664,M
941,383,667,1706,S
942,381,680,1687,S
1157,428,1079,1858,XL
991,410,745,1629,M
1167,434,1052,1757,XL
972,406,687,1634,S
890,389,576,1600,XS
1058,407,922,1657,M
1104,419,920,1693,L
1017,404,739,1817,M
1175,427,1062,1790,XL
1206,450,1049,1789,2XL
963,399,690,1669,S
1069,410,894,1752,L
1006,407,804,1687,M
997,394,760,1689,S
931,400,673,1819,S
1037,401,857,1788,M
1087,416,885,1763,L
1011,400,743,1703,M
1081,428,985,1814,L
1095,412,902,1825,L
1020,408,851,1778,M
1149,444,968,1766,XL
1157,444,938,1810,XL
1084,424,928,1839,L
1115,411,947,1749,L
946,407,665,1842,S
1123,423,935,1734,XL
1121,436,950,1897,XL
1167,446,1052,1760,2XL
1044,418,926,1810,M
967,398,750,1722,S
1057,411,815,1728,L
1077,419,875,1761,L
1122,416,857,1681,L
1042,400,879,1805,M
1112,440,882,1766,XL
1036,400,832,1768,M
1006,398,742,1703,M
1195,437,1151,1853,2XL
992,410,862,1858,M
1038,407,753,1763,M
998,408,823,1758,M
1051,412,879,1761,L
1067,417,819,1756,L
992,405,733,1726,M
1031,409,818,1718,M
1116,434,875,1811,XL
1078,430,902,1780,L
1008,402,663,1664,M
1116,438,993,1819,XL
1082,420,792,1686,L
1009,416,774,1800,M
1174,437,879,1783,2XL
1094,423,928,1756,L
972,395,803,1722,S
1078,424,884,1761,L
1042,399,772,1705,M
1018,398,908,1803,M
1167,430,1090,1777,XL
1094,414,877,1787,L
1123,426,991,1766,XL
1037,420,927,1798,M
858,383,564,1577,XS
993,412,728,1707,M
1109,432,1033,1863,L
949,401,710,1820,S
1092,421,948,1816,L
1112,412,1020,1856,L
1038,414,935,1806,M
1126,442,941,1800,XL
977,401,690,1673,S
1067,429,935,1841,L
1110,410,948,1765,L
1112,424,988,1808,XL
1109,417,898,1719,L
1047,407,769,1616,M
1076,427,855,1749,L
1143,425,881,1749,XL
1082,431,765,1668,L
991,399,628,1575,M
1034,409,756,1708,M
1048,404,813,1645,M
1083,430,956,1825,L
1004,409,765,1800,M
1044,418,823,1810,M
1041,400,825,1718,M
1138,423,1100,1808,XL
1176,430,1099,1857,XL
1165,444,1044,1748,XL
1057,413,846,1730,L
1238,441,1223,1870,2XL
1059,413,1000,1870,L
982,405,690,1761,S
1125,429,1002,1793,XL
1053,432,941,1781,L
1109,424,868,1809,L
1104,425,966,1751,L
1119,410,921,1707,L
1127,424,1023,1736,XL
1126,438,950,1767,XL
1018,408,748,1747,M
1002,412,765,1728,M
1029,417,842,1801,M
957,403,726,1870,S
1012,414,804,1843,M
996,410,714,1694,M
1017,413,803,1874,M
1151,442,955,1840,XL
1060,406,794,1664,M
1068,418,830,1795,L
1027,400,784,1730,M
1047,401,794,1638,M
961,408,654,1685,S
968,394,682,1700,S
1041,415,833,1738,M
1173,437,1025,1862,2XL
1061,422,891,1798,L
1128,435,949,1768,XL
1277,478,1223,1866,3XL
1159,437,954,1894,XL
1187,454,1008,1788,2XL
933,398,700,1676,S
1053,408,786,1660,M
1004,400,792,1760,M
991,412,785,1757,M
862,360,533,1698,XS
1093,429,908,1796,L
987,385,757,1641,S
837,385,551,1708,XS
973,380,751,1680,S
928,389,633,1733,S
960,407,714,1834,S
1089,422,932,1826,L
1142,433,924,1726,XL
1179,438,1105,1951,2XL
1172,457,1038,1751,2XL
1085,410,781,1717,L
1032,402,799,1738,M
1038,417,809,1783,M
1006,411,721,1726,M
1107,424,910,1651,L
1044,399,789,1690,M
1083,410,879,1790,L
1139,439,1007,1849,XL
1057,400,775,1672,M
1062,418,779,1740,L
968,398,670,1751,S
1046,420,887,1768,M
959,396,644,1664,S
1115,428,949,1855,XL
947,400,710,1675,S
999,393,748,1693,S
919,387,611,1711,S
1017,401,856,1804,M
1029,414,762,1643,M
949,401,700,1680,S
1026,420,786,1726,M
959,407,652,1730,S
1039,420,849,1809,M
1039,414,809,1726,M
1062,416,955,1690,L
1014,402,629,1805,M
1017,407,800,1727,M
1122,412,869,1748,L
1171,437,1012,1797,2XL
1082,411,788,1690,L
1177,444,1002,1783,2XL
934,393,689,1829,S
1132,446,877,1822,XL
1082,412,857,1744,L
1068,415,900,1803,L
1023,419,818,1662,M
1042,408,730,1663,M
969,403,806,1721,S
1003,407,760,1770,M
938,398,668,1725,S
1087,432,965,1788,L
1112,443,1076,1763,XL
994,398,783,1793,M
1066,429,947,1805,L
988,393,708,1623,S
1003,412,743,1743,M
1096,415,947,1786,L
981,406,720,1714,S
983,388,752,1703,S
942,399,669,1650,S
1184,441,1088,1652,2XL
1139,444,916,1740,XL
1053,414,761,1702,L
1037,398,773,1657,M
1046,418,846,1775,M
1122,410,917,1777,L
1133,429,1008,1774,XL
993,411,774,1683,M
1267,462,1271,1900,3XL
1048,400,792,1712,M
1039,413,887,1798,M
954,407,699,1755,S
1120,416,1009,1837,L
1063,414,813,1726,L
957,407,724,1731,S
948,404,656,1663,S
1077,427,958,1777,L
1187,444,1135,1786,2XL
1123,423,886,1799,XL
1072,412,834,1855,L
1005,403,834,1726,M
1025,404,862,1708,M
955,390,738,1748,S
960,393,760,1757,S
1055,430,778,1800,L
1126,432,931,1749,XL
934,403,695,1706,S
905,378,606,1719,XS
926,404,778,1790,S
1228,443,1126,1762,2XL
1054,413,829,1735,L
1091,412,936,1758,L
1090,423,932,1802,L
1140,428,951,1800,XL
1057,432,821,1907,L
942,403,633,1685,S
1083,426,971,1797,L
1104,412,926,1805,L
862,373,562,1702,XS
1042,411,874,1746,M
947,385,633,1670,S
1152,445,1033,1751,XL
1002,403,772,1770,M
1059,417,880,1722,L
1128,426,982,1779,XL
971,398,681,1582,S
1112,420,1054,1714,L
987,382,664,1697,S
1022,402,753,1727,M
927,398,679,1751,S
1066,430,996,1817,L
1248,454,1239,1815,3XL
1116,411,965,1808,L
926,365,682,1679,XS
1122,417,1028,1826,L
1032,420,784,1685,M
1054,415,875,1668,L
942,407,637,1678,S
944,402,729,1846,S
1083,432,991,1789,L
1130,445,1001,1825,XL
1174,426,1131,1850,XL
973,392,744,1766,S
919,382,647,1638,S
1182,441,1166,1847,2XL
1117,410,948,1690,L
1178,452,1132,1934,2XL
1154,431,1093,1807,XL
993,393,688,1651,S
1167,427,1052,1768,XL
1059,400,820,1715,M
1131,437,877,1681,XL
988,394,762,1684,S
1059,428,894,1865,L
965,400,677,1655,S
1028,418,780,1740,M
975,398,752,1766,S
901,385,596,1681,XS
994,411,861,1658,M
889,379,552,1588,XS
947,408,723,1754,S
1107,421,907,1788,L
1122,420,959,1697,L
1055,422,840,1796,L
1017,420,792,1815,M
1028,404,874,1737,M
1046,420,812,1785,M
949,394,654,1580,S
1114,412,872,1685,L
971,395,700,1675,S
1118,420,870,1690,L
1064,411,824,1737,L
1073,413,813,1693,L
1088,415,873,1706,L
1020,407,748,1706,M
1127,430,889,1788,XL
1092,430,885,1741,L
1019,398,792,1730,M
1044,411,831,1738,M
1125,434,999,1781,XL
1043,402,847,1725,M
1079,422,985,1778,L
1025,410,774,1674,M
997,416,855,1774,M
1075,425,829,1749,L
1014,408,665,1691,M
1297,447,1123,1771,3XL
1017,407,776,1687,M
1014,410,727,1642,M
1173,429,1076,1757,XL
1072,422,798,1685,L
1017,410,839,1742,M
1194,450,1179,1833,2XL
1127,435,1086,1919,XL
1053,400,822,1663,M
1080,423,954,1814,L
977,384,672,1631,S
1149,423,938,1740,XL
1144,434,947,1757,XL
1124,423,964,1870,XL
971,395,720,1754,S
1034,404,700,1683,M
1336,448,1209,1705,3XL
1062,415,781,1727,L
986,397,723,1695,S
1072,424,798,1784,L
1093,422,989,1823,L
1024,403,731,1679,M
994,410,754,1761,M
1044,415,863,1755,M
1265,450,1369,1862,3XL
1007,417,786,1788,M
950,400,693,1663,S
953,398,683,1675,S
999,391,712,1635,S
1223,447,995,1740,2XL
1068,425,847,1680,L
1246,460,1285,1885,3XL
1074,418,830,1698,L
1105,430,897,1697,L
1082,415,862,1814,L
1052,433,979,1819,L
1022,420,868,1728,M
1111,430,888,1808,L
986,407,758,1786,S
950,408,703,1696,S
1005,420,743,1747,M
1053,398,903,1802,M
1009,407,879,1793,M
1044,407,807,1765,M
970,400,676,1686,S
1072,412,781,1689,L
979,406,709,1711,S
932,406,688,1725,S
989,400,748,1762,S
992,396,746,1689,S
1155,444,945,1735,XL
1024,403,797,1708,M
1004,408,799,1783,M
1105,422,900,1778,L
1102,424,943,1814,L
1088,420,878,1733,L
1097,413,780,1665,L
1132,440,912,1812,XL
1174,435,1107,1801,XL
1176,429,1055,1802,XL
1103,423,982,1820,L
1108,433,959,1780,L
1077,415,845,1682,L
1173,437,957,1711,2XL
1024,412,843,1755,M
1076,412,842,1706,L
923,406,667,1722,S
1056,418,840,1713,L
1155,430,923,1775,XL
1036,412,790,1660,M
992,395,750,1862,S
1104,422,894,1675,L
1067,422,849,1721,L
1142,434,1042,1750,XL
1086,416,907,1780,L
928,403,682,1840,S
1089,419,902,1873,L
1253,447,1189,1780,3XL
1117,427,994,1773,XL
1079,421,859,1744,L
988,386,729,1733,S
1045,420,944,1864,M
1067,422,853,1807,L
1053,408,843,1800,M
901,378,660,1725,XS
1024,406,770,1728,M
1122,415,937,1708,L
942,382,673,1657,S
1054,409,830,1740,M
1114,420,900,1621,L
945,385,673,1623,S
1039,410,790,1629,M
1177,432,1015,1707,XL
1094,429,919,1847,L
961,382,731,1697,S
1053,399,675,1643,M
985,404,779,1748,S
1037,410,812,1755,M
1035,420,807,1765,M
922,382,664,1717,S
1189,453,1002,1749,2XL
976,392,789,1758,S
958,391,755,1746,S
1067,417,885,1709,L
1191,438,1013,1684,2XL
1029,416,776,1750,M
1078,415,902,1737,L
1054,411,842,1788,L
964,380,667,1640,S
1208,452,1043,1836,2XL
1024,400,736,1604,M
1043,411,802,1840,M
986,408,668,1739,S
1117,412,924,1747,L
1170,426,938,1848,XL
1053,402,839,1684,M
1065,424,930,1746,L
1075,418,846,1688,L
968,394,729,1729,S
1175,432,941,1739,XL
1147,432,1003,1782,XL
1026,406,817,1745,M
1066,420,804,1749,L
992,410,804,1735,M
1048,414,849,1750,M
1173,424,1025,1772,XL
1086,412,882,1664,L
1078,417,920,1807,L
1087,417,862,1765,L
1042,417,718,1600,M
977,395,711,1608,S
1098,423,939,1753,L
1088,418,859,1704,L
1064,416,892,1887,L
966,392,716,1734,S
1065,410,911,1758,L
1162,437,967,1772,XL
1055,402,789,1694,M
1061,426,901,1730,L
956,387,693,1653,S
1082,417,846,1740,L
1142,425,944,1758,XL
948,403,693,1761,S
1074,419,899,1775,L
1099,414,862,1670,L
1042,417,803,1687,M
1017,402,740,1700,M
1171,444,966,1749,2XL
994,395,733,1713,S
993,402,730,1737,M
1208,438,1142,1741,2XL
939,403,687,1744,S
1117,432,950,1797,XL
1174,425,970,1648,XL
1056,406,805,1720,M
1108,423,980,1682,L
1106,413,1020,1853,L
1056,420,801,1728,L
1120,426,912,1726,XL
1093,413,787,1651,L
943,397,607,1674,S
1023,405,798,1753,M
1042,420,890,1783,M
962,400,690,1732,S
964,404,655,1723,S
853,387,578,1750,XS
1084,416,890,1798,L
1038,417,873,1796,M
1009,404,819,1718,M
1114,423,913,1790,XL
1049,415,861,1807,M
1171,430,1083,1746,XL
1083,415,862,1724,L
990,395,682,1649,S
1087,425,877,1718,L
1038,401,767,1846,M
1144,433,1108,1865,XL
1147,426,968,1800,XL
931,379,711,1640,S
1142,432,979,1777,XL
1066,425,891,1770,L
996,387,746,1668,S
989,394,727,1684,S
1004,414,882,1828,M
877,366,663,1682,XS
1062,425,852,1805,L
1119,430,925,1828,XL
1021,411,914,1790,M
972,399,746,1736,S
940,388,682,1710,S
1088,412,757,1645,L
1036,413,827,1700,M
1001,382,801,1687,S
953,392,760,1722,S
1083,422,950,1788,L
1012,417,811,1780,M
1067,423,847,1777,L
983,386,730,1746,S
1136,439,963,1774,XL
1027,403,870,1748,M
951,398,705,1704,S
1172,424,978,1728,XL
1171,432,969,1719,XL
956,399,694,1726,S
1129,429,945,1701,XL
1038,404,850,1772,M
1007,401,744,1657,M
1081,412,926,1743,L
1109,415,843,1751,L
1023,405,782,1698,M
1096,413,956,1813,L
934,408,609,1653,S
1060,416,796,1700,L
1081,431,981,1960,L
993,386,742,1734,S
1106,421,955,1737,L
1053,411,952,1838,L
1158,436,1041,1830,XL
1055,418,821,1724,L
1047,418,844,1755,M
1062,424,876,1818,L
1097,423,952,1803,L
1016,414,828,1792,M
1083,430,937,1863,L
1089,429,933,1822,L
1053,415,849,1718,L
1116,427,957,1789,XL
1014,403,755,1674,M
1010,403,735,1804,M
1018,408,849,1800,M
1054,422,773,1633,L
1133,427,984,1826,XL
1087,418,883,1793,L
1154,423,1016,1820,XL
990,402,726,1708,S
1242,459,1185,1872,3XL
958,402,786,1739,S
962,405,713,1749,S
994,398,731,1714,M
1043,420,775,1683,M
1020,416,758,1696,M
1060,433,898,1780,L
1086,411,870,1748,L
945,396,670,1670,S
1005,407,847,1811,M
1172,423,1013,1781,XL
987,390,802,1764,S
996,415,736,1636,M
1024,404,759,1669,M
1098,418,932,1790,L
1128,427,955,1792,XL
959,390,661,1696,S
1101,424,936,1784,L
1094,424,865,1767,L
963,405,724,1721,S
1093,412,792,1646,L
1078,417,886,1781,L
1016,407,750,1780,M
1147,428,953,1758,XL
1028,411,785,1818,M
1101,427,980,1703,L
964,404,717,1706,S
968,402,642,1726,S
1088,430,1000,1805,L
1031,411,809,1816,M
1010,416,791,1740,M
969,395,656,1655,S
907,366,620,1567,XS
957,398,737,1703,S
1054,409,858,1728,M
954,384,675,1688,S
1072,428,896,1765,L
1045,407,832,1690,M
1144,442,985,1828,XL
